season,week_num,day_of_week,gametime_local,home_team,away_team,home_score,away_score,OT_flag,arrests,division_game,Index_num
2013,6,Monday,5:40:00 PM,San Diego,Indianapolis,24,6,0,13.0,0,746
2013,10,Sunday,1:25:00 PM,San Diego,Denver,20,28,0,16.0,1,747
2013,13,Sunday,1:25:00 PM,San Diego,Cincinnati,10,17,0,24.0,0,748
2013,14,Sunday,1:25:00 PM,San Diego,New York Giants,37,14,0,19.0,0,749
2013,16,Sunday,1:25:00 PM,San Diego,Oakland,26,13,0,36.0,1,750
2013,17,Sunday,1:25:00 PM,San Diego,Kansas City,27,24,1,8.0,1,751
2014,2,Sunday,1:05:00 PM,San Diego,Seattle,30,21,0,20.0,0,752
2014,4,Sunday,1:05:00 PM,San Diego,Jacksonville,33,14,0,8.0,0,753
2014,5,Sunday,1:25:00 PM,San Diego,New York Jets,31,0,0,18.0,0,754
2014,7,Sunday,1:05:00 PM,San Diego,Kansas City,20,23,0,19.0,1,755
2014,11,Sunday,1:05:00 PM,San Diego,Oakland,13,6,0,19.0,1,756
2014,12,Sunday,1:05:00 PM,San Diego,St. Louis,27,24,0,19.0,0,757
2014,14,Sunday,5:30:00 PM,San Diego,New England,14,23,0,17.0,0,758
2014,15,Sunday,1:05:00 PM,San Diego,Denver,10,22,0,17.0,1,759
2015,1,Sunday,1:25:00 PM,San Diego,Detroit,33,28,0,18.0,0,760
2015,4,Sunday,1:05:00 PM,San Diego,Cleveland,30,27,0,14.0,0,761
2015,5,Monday,5:30:00 PM,San Diego,Pittsburgh,20,24,0,13.0,0,762
2015,7,Sunday,1:05:00 PM,San Diego,Oakland,29,37,0,13.0,1,763
2015,9,Monday,5:30:00 PM,San Diego,Chicago,19,22,0,17.0,0,764
2015,11,Sunday,1:05:00 PM,San Diego,Kansas City,3,33,0,8.0,1,765
2015,13,Sunday,1:05:00 PM,San Diego,Denver,3,17,0,14.0,1,766
2015,15,Sunday,1:25:00 PM,San Diego,Miami,30,14,0,36.0,0,767
2011,1,Sunday,1:15:00 PM,San Francisco,Seattle,33,17,0,3.0,1,768
2011,2,Sunday,1:05:00 PM,San Francisco,Dallas,24,27,1,4.0,0,769
2011,5,Sunday,1:05:00 PM,San Francisco,Tampa Bay,48,3,0,3.0,0,770
2011,8,Sunday,1:15:00 PM,San Francisco,Cleveland,20,10,0,1.0,0,771
2011,10,Sunday,1:15:00 PM,San Francisco,New York Giants,27,20,0,0.0,0,772
2011,11,Sunday,1:05:00 PM,San Francisco,Arizona,23,7,0,4.0,1,773
2011,13,Sunday,1:15:00 PM,San Francisco,St. Louis,26,0,0,4.0,1,774
2011,15,Monday,5:30:00 PM,San Francisco,Pittsburgh,20,3,0,10.0,0,775
2012,2,Sunday,5:20:00 PM,San Francisco,Detroit,27,19,0,1.0,0,776
2012,5,Sunday,1:25:00 PM,San Francisco,Buffalo,13,6,0,7.0,0,777
2012,6,Sunday,1:25:00 PM,San Francisco,New York Giants,3,26,0,2.0,0,778
2012,7,Thursday,5:30:00 PM,San Francisco,Seattle,13,6,0,6.0,1,779
2012,10,Sunday,1:25:00 PM,San Francisco,St. Louis,24,24,1,8.0,1,780
2012,11,Monday,5:40:00 PM,San Francisco,Chicago,32,7,0,1.0,0,781
2012,14,Sunday,1:05:00 PM,San Francisco,Miami,27,13,0,12.0,0,782
2012,17,Sunday,1:25:00 PM,San Francisco,Arizona,27,13,0,5.0,1,783
2013,1,Sunday,1:25:00 PM,San Francisco,Green Bay,34,28,0,5.0,0,784
2013,3,Sunday,1:25:00 PM,San Francisco,Indianapolis,7,27,0,6.0,0,785
2013,5,Sunday,5:30:00 PM,San Francisco,Houston,34,3,0,1.0,0,786
2013,6,Sunday,1:25:00 PM,San Francisco,Arizona,32,20,0,6.0,1,787
2013,10,Sunday,1:05:00 PM,San Francisco,Carolina,9,10,0,1.0,0,788
2013,13,Sunday,1:05:00 PM,San Francisco,St. Louis,23,13,0,3.0,1,789
2013,14,Sunday,1:25:00 PM,San Francisco,Seattle,19,17,0,6.0,1,790
2013,16,Monday,5:40:00 PM,San Francisco,Atlanta,34,24,0,0.0,0,791
2014,2,Sunday,5:30:00 PM,San Francisco,Chicago,20,28,0,35.0,0,792
2014,4,Sunday,1:25:00 PM,San Francisco,Philadelphia,26,21,0,20.0,0,793
2014,5,Sunday,1:25:00 PM,San Francisco,Kansas City,22,17,0,33.0,0,794
2014,9,Sunday,1:05:00 PM,San Francisco,St. Louis,10,13,0,25.0,1,795
2014,12,Sunday,1:25:00 PM,San Francisco,Washington,17,13,0,24.0,0,796
2014,13,Thursday,5:30:00 PM,San Francisco,Seattle,3,19,0,30.0,1,797
2014,16,Saturday,5:25:00 PM,San Francisco,San Diego,35,38,1,25.0,0,798
2014,17,Sunday,1:25:00 PM,San Francisco,Arizona,20,17,0,18.0,1,799
2015,1,Monday,7:20:00 PM,San Francisco,Minnesota,20,3,0,28.0,0,800
2015,4,Sunday,1:25:00 PM,San Francisco,Green Bay,3,17,0,14.0,0,801
2015,6,Sunday,1:25:00 PM,San Francisco,Baltimore,25,20,0,24.0,0,802
2015,7,Thursday,5:25:00 PM,San Francisco,Seattle,3,20,0,18.0,1,803
2015,9,Sunday,1:05:00 PM,San Francisco,Atlanta,17,16,0,22.0,0,804
2015,12,Sunday,1:05:00 PM,San Francisco,Arizona,13,19,0,12.0,1,805
2015,15,Sunday,1:25:00 PM,San Francisco,Cincinnati,14,24,0,9.0,0,806
2015,17,Sunday,1:25:00 PM,San Francisco,St. Louis,19,16,1,18.0,1,807
2011,3,Sunday,1:15:00 PM,Seattle,Arizona,13,10,0,0.0,1,808
2011,4,Sunday,1:05:00 PM,Seattle,Atlanta,28,30,0,0.0,0,809
2011,8,Sunday,1:15:00 PM,Seattle,Cincinnati,12,34,0,0.0,0,810
2011,10,Sunday,1:05:00 PM,Seattle,Baltimore,22,17,0,0.0,0,811
2011,12,Sunday,1:05:00 PM,Seattle,Washington,17,23,0,0.0,0,812
2011,13,Thursday,5:20:00 PM,Seattle,Philadelphia,31,14,0,1.0,0,813
2011,14,Monday,5:30:00 PM,Seattle,St. Louis,30,13,0,0.0,1,814
2011,16,Saturday,1:15:00 PM,Seattle,San Francisco,17,19,0,1.0,1,815
2012,2,Sunday,1:06:00 PM,Seattle,Dallas,27,7,0,0.0,0,816
2012,3,Monday,5:41:00 PM,Seattle,Green Bay,14,12,0,3.0,0,817
2012,6,Sunday,1:05:00 PM,Seattle,New England,24,23,0,2.0,0,818
2012,9,Sunday,1:05:00 PM,Seattle,Minnesota,30,20,0,5.0,0,819
2012,10,Sunday,1:05:00 PM,Seattle,New York Jets,28,7,0,1.0,0,820
2012,14,Sunday,1:26:00 PM,Seattle,Arizona,58,0,0,2.0,1,821
2012,16,Sunday,5:31:00 PM,Seattle,San Francisco,42,13,0,4.0,1,822
2012,17,Sunday,1:26:00 PM,Seattle,St. Louis,20,13,0,0.0,1,823
2013,2,Sunday,5:31:00 PM,Seattle,San Francisco,29,3,0,2.0,1,824
2013,3,Sunday,1:26:00 PM,Seattle,Jacksonville,45,17,0,1.0,0,825
2013,6,Sunday,1:06:00 PM,Seattle,Tennessee,20,13,0,0.0,0,826
2013,9,Sunday,1:05:00 PM,Seattle,Tampa Bay,27,24,1,2.0,0,827
2013,11,Sunday,1:26:00 PM,Seattle,Minnesota,41,10,0,0.0,0,828
2013,13,Monday,5:41:00 PM,Seattle,New Orleans,34,7,0,1.0,0,829
2013,16,Sunday,1:06:00 PM,Seattle,Arizona,10,17,0,1.0,1,830
2013,17,Sunday,1:26:00 PM,Seattle,St. Louis,27,9,0,1.0,1,831
2014,1,Thursday,5:42:00 PM,Seattle,Green Bay,36,16,0,0.0,0,832
2014,3,Sunday,1:25:00 PM,Seattle,Denver,26,20,1,1.0,0,833
2014,6,Sunday,1:26:00 PM,Seattle,Dallas,23,30,0,0.0,0,834
2014,9,Sunday,1:26:00 PM,Seattle,Oakland,30,24,0,0.0,0,835
2014,10,Sunday,1:26:00 PM,Seattle,New York Giants,38,17,0,0.0,0,836
2014,12,Sunday,1:06:00 PM,Seattle,Arizona,19,3,0,0.0,1,837
2014,15,Sunday,1:26:00 PM,Seattle,San Francisco,17,7,0,1.0,1,838
2014,17,Sunday,1:27:00 PM,Seattle,St. Louis,20,6,0,0.0,1,839
2015,3,Sunday,1:25:00 PM,Seattle,Chicago,26,0,0,0.0,0,840
2015,4,Monday,5:30:00 PM,Seattle,Detroit,13,10,0,1.0,0,841
2015,6,Sunday,1:05:00 PM,Seattle,Carolina,23,27,0,1.0,0,842
2015,10,Sunday,5:30:00 PM,Seattle,Arizona,32,39,0,1.0,1,843
2015,11,Sunday,1:25:00 PM,Seattle,San Francisco,29,13,0,0.0,1,844
2015,12,Sunday,1:25:00 PM,Seattle,Pittsburgh,39,30,0,0.0,0,845
2015,15,Sunday,1:05:00 PM,Seattle,Cleveland,30,13,0,0.0,0,846
2015,16,Sunday,1:25:00 PM,Seattle,St. Louis,17,23,0,0.0,1,847
2011,1,Sunday,1:00:00 PM,Tampa Bay,Detroit,20,27,0,0.0,0,848
2011,3,Sunday,4:15:00 PM,Tampa Bay,Atlanta,16,13,0,2.0,1,849
2011,4,Monday,8:30:00 PM,Tampa Bay,Indianapolis,24,17,0,1.0,0,850
2011,6,Sunday,4:15:00 PM,Tampa Bay,New Orleans,26,20,0,1.0,1,851
2011,10,Sunday,1:00:00 PM,Tampa Bay,Houston,9,37,0,2.0,0,852
2011,13,Sunday,1:00:00 PM,Tampa Bay,Carolina,19,38,0,2.0,1,853
2011,15,Saturday,8:20:00 PM,Tampa Bay,Dallas,15,31,0,2.0,0,854
2012,1,Sunday,4:25:00 PM,Tampa Bay,Carolina,16,10,0,1.0,1,855
2012,4,Sunday,4:25:00 PM,Tampa Bay,Washington,22,24,0,2.0,0,856
2012,6,Sunday,1:00:00 PM,Tampa Bay,Kansas City,38,10,0,0.0,0,857
2012,7,Sunday,1:00:00 PM,Tampa Bay,New Orleans,28,35,0,1.0,1,858
2012,10,Sunday,1:00:00 PM,Tampa Bay,San Diego,34,24,0,1.0,0,859
2012,12,Sunday,1:00:00 PM,Tampa Bay,Atlanta,23,24,0,2.0,1,860
2012,14,Sunday,1:00:00 PM,Tampa Bay,Philadelphia,21,23,0,1.0,0,861
2012,16,Sunday,1:00:00 PM,Tampa Bay,St. Louis,13,28,0,0.0,0,862
2013,2,Sunday,4:05:00 PM,Tampa Bay,New Orleans,14,16,0,2.0,1,863
2013,4,Sunday,1:00:00 PM,Tampa Bay,Arizona,10,13,0,0.0,0,864
2013,6,Sunday,1:00:00 PM,Tampa Bay,Philadelphia,20,31,0,2.0,0,865
2013,8,Thursday,8:25:00 PM,Tampa Bay,Carolina,13,31,0,0.0,1,866
2013,10,Monday,8:40:00 PM,Tampa Bay,Miami,22,19,0,1.0,0,867
2013,11,Sunday,1:00:00 PM,Tampa Bay,Atlanta,41,28,0,0.0,1,868
2013,14,Sunday,1:00:00 PM,Tampa Bay,Buffalo,27,6,0,2.0,0,869
2013,15,Sunday,1:00:00 PM,Tampa Bay,San Francisco,14,33,0,1.0,0,870
2014,1,Sunday,4:25:00 PM,Tampa Bay,Carolina,14,20,0,1.0,1,871
2014,2,Sunday,4:05:00 PM,Tampa Bay,St. Louis,17,19,0,0.0,0,872
2014,6,Sunday,1:00:00 PM,Tampa Bay,Baltimore,17,48,0,0.0,0,873
2014,8,Sunday,1:00:00 PM,Tampa Bay,Minnesota,13,19,1,0.0,0,874
2014,10,Sunday,1:00:00 PM,Tampa Bay,Atlanta,17,27,0,0.0,1,875
2014,13,Sunday,1:00:00 PM,Tampa Bay,Cincinnati,13,14,0,0.0,0,876
2014,16,Sunday,1:00:00 PM,Tampa Bay,Green Bay,3,20,0,1.0,0,877
2014,17,Sunday,1:00:00 PM,Tampa Bay,New Orleans,20,23,0,0.0,1,878
2015,1,Sunday,4:25:00 PM,Tampa Bay,Tennessee,14,42,0,1.0,0,879
2015,4,Sunday,1:00:00 PM,Tampa Bay,Carolina,23,37,0,0.0,1,880
2015,5,Sunday,1:00:00 PM,Tampa Bay,Jacksonville,38,31,0,1.0,0,881
2015,9,Sunday,4:05:00 PM,Tampa Bay,New York Giants,18,32,0,0.0,0,882
2015,10,Sunday,1:00:00 PM,Tampa Bay,Dallas,10,6,0,1.0,0,883
2015,13,Sunday,1:00:00 PM,Tampa Bay,Atlanta,23,19,0,0.0,1,884
2015,14,Sunday,1:00:00 PM,Tampa Bay,New Orleans,17,24,0,1.0,1,885
2015,16,Sunday,1:00:00 PM,Tampa Bay,Chicago,21,26,0,1.0,0,886
2011,2,Sunday,12:00:00 PM,Tennessee,Baltimore,26,13,0,0.0,0,887
2011,3,Sunday,12:00:00 PM,Tennessee,Denver,17,14,0,0.0,0,888
2011,7,Sunday,12:00:00 PM,Tennessee,Houston,7,41,0,0.0,1,889
2011,8,Sunday,12:00:00 PM,Tennessee,Indianapolis,27,10,0,0.0,1,890
2011,9,Sunday,3:05:00 PM,Tennessee,Cincinnati,17,24,0,1.0,0,891
2011,12,Sunday,12:00:00 PM,Tennessee,Tampa Bay,23,17,0,0.0,0,892
2011,14,Sunday,12:00:00 PM,Tennessee,New Orleans,17,22,0,1.0,0,893
2011,16,Saturday,12:00:00 PM,Tennessee,Jacksonville,23,17,0,2.0,1,894
2012,1,Sunday,12:00:00 PM,Tennessee,New England,13,34,0,0.0,0,895
2012,3,Sunday,12:00:00 PM,Tennessee,Detroit,44,41,1,1.0,0,896
2012,6,Thursday,7:20:00 PM,Tennessee,Pittsburgh,26,23,0,3.0,0,897
2012,8,Sunday,12:00:00 PM,Tennessee,Indianapolis,13,19,1,0.0,1,898
2012,9,Sunday,12:00:00 PM,Tennessee,Chicago,20,51,0,0.0,0,899
2012,13,Sunday,12:00:00 PM,Tennessee,Houston,10,24,0,0.0,1,900
2012,15,Monday,7:30:00 PM,Tennessee,New York Jets,14,10,0,4.0,0,901
2012,17,Sunday,12:00:00 PM,Tennessee,Jacksonville,38,20,0,0.0,1,902
2013,3,Sunday,12:00:00 PM,Tennessee,San Diego,20,17,0,1.0,0,903
2013,4,Sunday,3:05:00 PM,Tennessee,New York Jets,38,13,0,0.0,0,904
2013,5,Sunday,12:00:00 PM,Tennessee,Kansas City,17,26,0,0.0,0,905
2013,7,Sunday,3:05:00 PM,Tennessee,San Francisco,17,31,0,3.0,0,906
2013,10,Sunday,12:00:00 PM,Tennessee,Jacksonville,27,29,0,0.0,1,907
2013,11,Thursday,7:25:00 PM,Tennessee,Indianapolis,27,30,0,3.0,1,908
2013,15,Sunday,3:25:00 PM,Tennessee,Arizona,37,37,1,7.0,0,909
2013,17,Sunday,12:00:00 PM,Tennessee,Houston,16,10,0,0.0,1,910
2014,2,Sunday,12:00:00 PM,Tennessee,Dallas,10,26,0,0.0,0,911
2014,5,Sunday,12:00:00 PM,Tennessee,Cleveland,28,29,0,6.0,0,912
2014,6,Sunday,12:00:00 PM,Tennessee,Jacksonville,16,14,0,8.0,1,913
2014,8,Sunday,12:00:00 PM,Tennessee,Houston,16,30,0,0.0,1,914
2014,11,Monday,7:30:00 PM,Tennessee,Pittsburgh,24,27,0,1.0,0,915
2014,14,Sunday,12:00:00 PM,Tennessee,New York Giants,7,36,0,0.0,0,916
2014,15,Sunday,3:05:00 PM,Tennessee,New York Jets,11,16,0,2.0,0,917
2014,17,Sunday,12:00:00 PM,Tennessee,Indianapolis,10,27,0,3.0,1,918
2015,3,Sunday,12:00:00 PM,Tennessee,Indianapolis,33,35,0,8.0,1,919
2015,5,Sunday,12:00:00 PM,Tennessee,Buffalo,13,14,0,3.0,0,920
2015,6,Sunday,12:00:00 PM,Tennessee,Miami,10,38,0,3.0,0,921
2015,7,Sunday,12:00:00 PM,Tennessee,Atlanta,7,10,0,4.0,0,922
2015,10,Sunday,12:00:00 PM,Tennessee,Carolina,10,27,0,7.0,0,923
2015,12,Sunday,12:00:00 PM,Tennessee,Oakland,21,24,0,0.0,0,924
2015,13,Sunday,12:00:00 PM,Tennessee,Jacksonville,42,39,0,0.0,1,925
2015,16,Sunday,12:00:00 PM,Tennessee,Houston,6,34,0,12.0,1,926
2011,2,Sunday,1:00:00 PM,Washington,Arizona,22,21,0,2.0,0,927
2011,6,Sunday,1:00:00 PM,Washington,Philadelphia,13,20,0,1.0,1,928
2011,9,Sunday,1:00:00 PM,Washington,San Francisco,11,19,0,2.0,0,929
2011,11,Sunday,1:00:00 PM,Washington,Dallas,24,27,1,7.0,1,930
2011,13,Sunday,1:00:00 PM,Washington,New York Jets,19,34,0,0.0,0,931
2011,14,Sunday,1:00:00 PM,Washington,New England,27,34,0,2.0,0,932
2011,16,Saturday,1:00:00 PM,Washington,Minnesota,26,33,0,2.0,0,933
2012,3,Sunday,1:00:00 PM,Washington,Cincinnati,31,38,0,5.0,0,934
2012,5,Sunday,1:00:00 PM,Washington,Atlanta,17,24,0,3.0,0,935
2012,6,Sunday,4:25:00 PM,Washington,Minnesota,38,26,0,3.0,0,936
2012,9,Sunday,1:00:00 PM,Washington,Carolina,13,21,0,2.0,0,937
2012,11,Sunday,1:00:00 PM,Washington,Philadelphia,31,6,0,5.0,1,938
2012,13,Monday,8:30:00 PM,Washington,New York Giants,17,16,0,5.0,1,939
2012,14,Sunday,1:00:00 PM,Washington,Baltimore,31,28,1,4.0,0,940
2012,17,Sunday,8:20:00 PM,Washington,Dallas,28,18,0,7.0,1,941
2013,1,Monday,7:10:00 PM,Washington,Philadelphia,27,33,0,7.0,1,942
2013,3,Sunday,1:00:00 PM,Washington,Detroit,20,27,0,2.0,0,943
2013,7,Sunday,1:00:00 PM,Washington,Chicago,45,41,0,1.0,0,944
2013,9,Sunday,1:00:00 PM,Washington,San Diego,30,24,1,3.0,0,945
2013,12,Monday,8:40:00 PM,Washington,San Francisco,6,27,0,4.0,0,946
2013,13,Sunday,8:30:00 PM,Washington,New York Giants,17,24,0,2.0,1,947
2013,14,Sunday,1:00:00 PM,Washington,Kansas City,10,45,0,0.0,0,948
2013,16,Sunday,1:00:00 PM,Washington,Dallas,23,24,0,7.0,1,949
2014,2,Sunday,1:00:00 PM,Washington,Jacksonville,41,10,0,2.0,0,950
2014,4,Thursday,8:25:00 PM,Washington,New York Giants,14,45,0,3.0,1,951
2014,5,Monday,8:30:00 PM,Washington,Seattle,17,27,0,0.0,0,952
2014,7,Sunday,1:00:00 PM,Washington,Tennessee,19,17,0,4.0,0,953
2014,11,Sunday,1:00:00 PM,Washington,Tampa Bay,7,27,0,0.0,0,954
2014,14,Sunday,1:00:00 PM,Washington,St. Louis,0,24,0,3.0,0,955
2014,16,Saturday,4:30:00 PM,Washington,Philadelphia,27,24,0,5.0,1,956
2014,17,Sunday,1:00:00 PM,Washington,Dallas,17,44,0,1.0,1,957
2015,1,Sunday,1:00:00 PM,Washington,Miami,10,17,0,0.0,0,958
2015,2,Sunday,1:00:00 PM,Washington,St. Louis,24,10,0,0.0,0,959
2015,4,Sunday,1:00:00 PM,Washington,Philadelphia,23,20,0,1.0,1,960
2015,7,Sunday,1:00:00 PM,Washington,Tampa Bay,31,30,0,2.0,0,961
2015,10,Sunday,1:00:00 PM,Washington,New Orleans,47,14,0,2.0,0,962
2015,12,Sunday,1:00:00 PM,Washington,New York Giants,20,14,0,2.0,1,963
2015,13,Monday,8:30:00 PM,Washington,Dallas,16,19,0,4.0,1,964
2015,15,Sunday,1:00:00 PM,Washington,Buffalo,35,25,0,1.0,0,965
